Frequency (Hz),Trace 1 (V),Phase (deg),Trace 2 (V),Phase (deg)
0,0.0005970222631072532,0,0.2812269330086025,0
1.586977541601664,0.0005734207340275978,177.6922619326199,0.2713697048622845,0.01799243846373462
3.173955083203328,0.0003991550878703151,174.6123358375931,0.1813343397568461,0.03765737203698764
4.760932624804992,0.0001635856213091666,159.6467958569831,0.05449712935647082,0.07136306216759598
6.347910166406656,8.826490643915672e-05,124.223966858295,0.003915786286048292,0.5233131846949459
7.93488770800832,6.615273053664523e-05,126.9371299062491,1.966972963201097e-05,79.33727364018232
9.521865249609984,3.706738957877322e-05,147.2798618538129,3.351783315187857e-05,128.4091175623543
11.10884279121165,1.120083064998713e-05,73.73139643837743,8.742696511164666e-05,107.8059322802844
12.69582033281331,5.340684959775791e-05,115.5152265876048,0.0001335713710735476,98.26640169474129
14.28279787441498,7.013446282034748e-05,125.7686094044238,0.0001497321566073269,95.05636172305249
15.86977541601664,6.042113303510653e-05,155.9051797184812,0.0001269002145444513,93.92477431095817
17.45675295761831,5.05875244281079e-05,23.78482161196353,9.546461072689711e-05,88.4977125987882
19.04373049921997,6.202684305663118e-05,61.78704960722693,7.139141076866712e-05,82.39609273158308
20.63070804082163,6.730136283635173e-05,69.24544276709619,4.602751628071165e-05,91.22291887598892
22.2176855824233,3.858796342401505e-05,43.19105031443986,3.674390397412023e-05,129.7857901585827
23.80466312402496,6.334390337099831e-05,140.8404263323987,4.836796543381534e-05,164.0860552048489
25.39164066562662,0.000109125903908042,131.3262800818495,5.956486777584488e-05,12.68984437811527
26.97861820722829,0.0001285923256021473,132.6495940509538,5.841905574185144e-05,24.25856140548078
28.56559574882995,0.0001302207657873598,137.7237297642825,3.43879854710479e-05,5.799322325221396
30.15257329043162,0.0001044731945707636,148.7844005866652,1.505759251675032e-05,122.0365670261586
31.73955083203328,7.254575927089829e-05,166.9501951214691,2.364245259261174e-05,54.69055009636548
33.32652837363494,5.350365841618682e-05,3.60397715928929,4.080688352670734e-05,50.43685267048009
34.91350591523661,3.595438577676723e-05,17.1696976207026,3.781439977706638e-05,50.07532641987556
36.50048345683827,2.932957890158545e-05,55.23895477427263,9.34636064752279e-06,31.03032687028837
38.08746099843994,3.568085808912325e-05,65.42304807336481,2.431236658182559e-05,62.03062575548055
39.6744385400416,2.100152702999457e-05,42.02504103783205,6.320297872743603e-05,53.62433260862296
41.26141608164326,2.316513926976936e-05,133.6796057316363,0.0001023535336249848,55.14089598383396
42.84839362324493,5.832031284369325e-05,132.9370459264078,0.0001094983209889356,60.54471676241348
44.43537116484659,8.731253582605561e-05,130.4310863010275,0.0001950277199916793,174.2879030795929
46.02234870644826,9.936501877783718e-05,121.9437149201212,0.001110175962236888,148.6647469578503
47.60932624804992,0.0001084035730009223,123.6060302422649,0.002382039983387053,145.6672337135753
49.19630378965159,9.674090496620237e-05,129.2946196920929,0.00281439684814998,144.9437064217601
50.78328133125325,8.090638112698659e-05,140.3390097787127,0.002803417469332495,144.7084677903612
52.37025887285491,9.881770496875297e-05,150.0768543059667,0.002364741185626422,144.7132214583492
53.95723641445657,0.0001093028368891733,157.9807988438644,0.001088771742944201,145.4462744185696
55.54421395605824,0.0001072498204791839,169.0791255188997,0.0001489886496970821,150.7305923764204
57.13119149765991,9.145560214558585e-05,171.4729337584255,2.329673229458859e-05,111.325848298543
58.71816903926157,3.9023957397746e-05,169.1341185967197,1.757436197054737e-05,23.43166114678529
60.30514658086324,5.556228894427596e-06,149.4036949951372,2.914091849537131e-05,143.6468705981603
61.8921241224649,2.438894924518967e-05,2.171378982671015,3.509569342732831e-05,133.5052136391452
63.47910166406656,4.286116102276174e-05,23.68906766899749,2.902762603690336e-05,162.0123766349859
65.06607920566823,4.003239474114836e-05,56.87466281734329,2.120505725355684e-05,171.2577164599511
66.65305674726989,4.576241688883828e-05,110.1015623593616,1.908489500361269e-05,138.2117397238059
68.24003428887156,5.611436015716381e-05,131.1527770241147,1.17116198512588e-05,95.66625038214033
69.82701183047323,5.871937349994693e-05,153.433310812649,2.696457764516408e-05,14.87602963163561
71.41398937207488,6.612611062847885e-05,175.9770409362257,6.174944957712048e-05,9.22479126989192
73.00096691367655,6.137494967157975e-05,173.4279675972532,8.549769986875929e-05,2.58283951619308
74.5879444552782,5.015719450477914e-05,148.3340491275374,7.222137054463129e-05,0.1919022313238208
76.17492199687987,5.463192846405014e-05,127.1888568325702,4.212927927300014e-05,32.60113225321681
77.76189953848154,6.643212585939837e-05,113.4437880297437,4.708846333835754e-05,92.04025063468788
79.3488770800832,5.524760049396261e-05,105.0746052262393,5.199684089956224e-05,125.9950547352372
80.93585462168487,2.643493744499675e-05,131.1900783117857,3.348734432475415e-05,157.446528719414
82.52283216328652,2.419557092035528e-05,172.7603577012893,9.141202766537667e-06,40.02628488025522
84.10980970488819,2.979444379722518e-05,167.2775834475795,3.301744778943808e-05,173.0424550738875
85.69678724648986,5.014477369798341e-05,161.9209060452266,6.423278320378113e-05,10.32150837184527
87.28376478809152,8.431579328591318e-05,159.393633807505,8.394348350837892e-05,42.26227536561414
88.87074232969319,0.0001142882100264776,164.8866044363683,0.0001098017260376252,56.37233535360792
90.45771987129486,0.0001195069272246481,175.6004522778476,9.604799228492473e-05,53.99474998437153
92.04469741289651,0.0001187526926952644,1.104598818462157,5.220134727641098e-05,56.71978371993693
93.63167495449818,0.0001053375896113581,176.9670301697145,2.92506044301562e-05,42.35235504474492
95.21865249609985,7.372576541014246e-05,160.2190957215414,0.0003886886235346843,50.22193889729598
96.8056300377015,7.024507186469692e-05,139.2867892101078,0.001400371825190019,52.55358604163326
98.39260757930317,7.940192464265596e-05,128.5266076562223,0.002143602236120629,52.94283193832733
99.97958512090483,8.109303262306896e-05,114.0162874954919,0.002231283796350009,52.84364780237834
101.5665626625065,7.443140575577562e-05,111.8388392035962,0.002171644604768521,52.64814749065028
103.1535402041082,6.211836874286692e-05,110.4711849624345,0.001466616048183737,52.48654657057881
104.7405177457098,4.673278626704996e-05,89.5204053665109,0.0004394763705882215,53.42015863974766
106.3274952873115,2.283946061848869e-05,49.57700024720489,4.719751340929774e-05,96.38025298526114
107.9144728289131,2.393997198589599e-05,138.5732870909431,6.750741602321465e-05,141.7768226191938
109.5014503705148,3.676988142426368e-05,113.1672009359014,8.651812840948175e-05,152.8981117133887
111.0884279121165,2.90412341364671e-05,74.61961371014898,7.787937118786807e-05,170.9953662024996
112.6754054537181,3.935735560664089e-05,22.15427343736816,6.540386798364302e-05,23.07948242558277
114.2623829953198,5.305328942039973e-05,18.94574067384475,5.257862740917772e-05,60.56258292342279
115.8493605369215,6.272455440352132e-05,28.0291168906003,3.409665334526434e-05,90.6098806564371
117.4363380785231,6.06071657862823e-05,47.24696042126842,7.801854909963363e-06,18.75669818989339
119.0233156201248,6.287891294818201e-05,86.65618510593215,3.699199280654619e-05,56.52401640231221
120.6102931617265,6.710559871274568e-05,112.8934886066893,3.887590381916754e-05,35.90091050061444
122.1972707033281,5.399035404349265e-05,152.0205400670891,3.061034404579282e-05,163.8064487538998
123.7842482449298,6.793218150281385e-05,5.579669129663196,4.826518475234778e-05,115.5438283486447
125.3712257865315,6.760613913160338e-05,13.71009546988668,6.868167686172641e-05,103.5098638043702
126.9582033281331,5.666170805693897e-05,10.93326867497766,5.777010648539585e-05,109.7751193891194
128.5451808697348,4.91989343189345e-05,166.810625875893,2.889005034084944e-05,132.209750256186
130.1321584113365,3.966439790666344e-05,129.0554317625746,2.963725092374665e-05,170.5446737799559
131.7191359529381,3.401978254527643e-05,102.6075603454476,4.728062787702477e-05,173.3944017586407
133.3061134945398,1.692870106768856e-05,91.87852058287835,4.674283724824357e-05,166.8897080705804
134.8930910361414,1.404523748107502e-05,168.1753733506514,3.628926812981182e-05,152.2294163381869
136.4800685777431,1.960089622644753e-05,145.5117358490215,1.942797557612537e-05,101.5605853801163
138.0670461193448,2.25949847248002e-05,73.73020233477737,3.894037973426795e-05,28.15782879523359
139.6540236609465,4.905599872560722e-05,38.01083304146421,6.73699717091673e-05,19.3150143160204
141.2410012025481,7.840969352843118e-05,24.20147514528481,0.0001033323878870251,29.79554786310125
142.8279787441498,0.000112651727353331,25.14156664243143,0.0001514634659467718,43.11916861980027
144.4149562857514,0.0001236347630258643,31.53771911758606,0.000168354616316112,49.20194276673585
146.0019338273531,8.370194120597215e-05,41.87316297055763,0.0001030610285814051,38.33064375386861
147.5889113689548,3.2382596636388e-05,73.38841757341461,6.838263347595013e-05,134.3393463263754
149.1758889105564,3.406046289982506e-05,150.6804053083765,0.0001153602825590337,105.9820206648121
150.7628664521581,6.411741996785012e-05,168.3542321216573,0.0001522900293055831,96.14187148052525
152.3498439937597,6.862211520767383e-05,172.1998209217214,0.0001551915581339245,90.54901282777969
153.9368215353614,4.208568291588168e-05,166.4148332519007,8.732183851578922e-05,86.53420968601183
155.5237990769631,1.630480752290836e-05,158.5584078852351,4.896655235765333e-05,78.31242007442756
157.1107766185647,1.374529478455847e-05,49.57554938408734,5.090457549467179e-05,74.43004884727259
158.6977541601664,2.199261596872253e-05,95.81658880854174,5.171425842016555e-05,77.72173855908103
160.2847317017681,2.775615624755814e-05,141.8632566046884,4.255782610046723e-05,116.2326904475556
161.8717092433697,2.337865246852084e-05,176.9123807677317,4.742247094240314e-05,0.3623696616758658
163.4586867849714,3.307074414477306e-05,17.3029460211465,3.943385367930853e-05,21.81013218609065
165.045664326573,5.926247124227548e-05,7.100090069743508,2.414205919953261e-05,109.830203855989
166.6326418681747,7.296862421207723e-05,5.147344928987649,7.30428463500915e-05,70.68674699395972
168.2196194097764,6.396098654237731e-05,2.340943275791854,0.0001095556013892902,65.47919078554067
169.8065969513781,5.656200961712884e-05,170.6358709651286,0.0001074110348107339,75.18052316433983
171.3935744929797,5.525894898324358e-05,179.3614838202809,6.285098077454674e-05,103.8308727383976
172.9805520345814,3.991527654606005e-05,12.18478562438616,4.607653017697713e-05,19.99219343870739
174.567529576183,1.475407095265547e-05,163.479231895467,9.719040317890684e-05,65.48021756450062
176.1545071177847,6.501041145626358e-06,90.81520041349141,0.0001291853876911519,80.90349477558998
177.7414846593864,9.451893306127618e-06,8.916577548455518,0.0001285324069676952,89.87179967330005
179.328462200988,1.415199482605251e-05,5.769355011121264,0.0001058967223610152,103.7707367393863
180.9154397425897,7.289269313880905e-06,52.33816974913341,8.142787667972602e-05,127.4585766409699
182.5024172841914,2.601087277693398e-05,140.0437204454404,7.311783187520774e-05,152.638476782808
184.089394825793,4.915847120873724e-05,155.2348336966446,7.190442114481792e-05,171.1962986220747
185.6763723673947,5.282683958722862e-05,158.4002617440275,6.540918788490784e-05,11.30595870073841
187.2633499089964,3.700753982278139e-05,161.4896103279252,6.36531418908348e-05,31.79344561799553
188.850327450598,2.322582377198888e-05,16.71125847028202,5.914068620239433e-05,43.95292013858293
190.4373049921997,2.402920836596452e-05,38.21908644791559,5.585264644648918e-05,54.33228628722138
192.0242825338013,1.752171303904493e-05,18.34927618356092,7.243627761574911e-05,52.29336622785447
193.611260075403,1.822723547323254e-05,160.303278618963,8.597786526701538e-05,31.41091149113066
195.1982376170047,2.795716126040686e-05,164.0135443063051,0.0001702304677815646,20.70562529551053
196.7852151586063,2.979535808039443e-05,169.414547910552,0.0004163856204420688,24.98277721028854
198.372192700208,2.597082293544955e-05,178.35624485649,0.0006055764523308506,24.11951770519161
199.9591702418097,3.15096741904103e-05,34.90384379091277,0.0006084615213043105,20.94697080457319
201.5461477834113,3.821060714109766e-05,71.23352476426594,0.0005781970631855944,19.98242670770093
203.133125325013,4.066450619543546e-05,105.4474124880562,0.0004022324324542795,17.76030939869519
204.7201028666147,4.650116910946386e-05,127.7051880702125,0.0001356286668127639,178.4569428928764
206.3070804082163,6.77129953360467e-05,149.6048005451752,4.826355994283617e-05,116.7550091761672
207.894057949818,9.858814571954941e-05,164.0032286424674,2.306542995618093e-05,80.724878323163
209.4810354914196,9.551090066971725e-05,175.6991031091476,2.226670388686458e-05,42.77943877459529
211.0680130330213,7.884478456232381e-05,13.47907496131676,1.618769660347137e-05,56.67524751225978
212.654990574623,6.739702447698406e-05,31.82720595358955,1.518379957126337e-05,71.52144667659364
214.2419681162247,6.270531523409441e-05,67.56726192050863,2.943238498083153e-05,65.23013208431956
215.8289456578263,7.690467286363277e-05,86.51547210741802,3.810015817107621e-05,78.2249040160431
217.415923199428,6.262016407862367e-05,86.7499660982263,3.814368158221549e-05,86.34783796353676
219.0029007410296,3.340926397418631e-05,72.36849220065903,4.096051893693235e-05,85.14014694933122
220.5898782826313,2.723591106683752e-05,12.95388146170742,4.418375906931154e-05,102.6951158578382
222.176855824233,2.352605411823867e-05,160.2627243411624,4.908183472806691e-05,138.9696675047285
223.7638333658346,1.472782759776311e-05,102.8894835966262,6.362645738256522e-05,151.9432580819878
225.3508109074363,1.431038636829953e-05,134.3575589907234,8.020809786689436e-05,146.6446487661103
226.937788449038,3.48414919019118e-05,24.8428838266756,8.430617630730975e-05,154.1206682933654
228.5247659906396,4.899238120358146e-05,30.4672141329559,5.078856782495374e-05,169.8775871931633
230.1117435322413,4.459904172319591e-05,14.48030905160195,1.87533710272397e-05,68.14410162244644
